Timestamp,PID,Name,CPU (%),Memory (GB),LLM Model,Prompt Index
2025-04-08 21:52:01,2368,ollama.exe,0.0,0.025852203369140625,none,0
2025-04-08 21:52:02,11632,ollama app.exe,0.0,0.02374267578125,none,0
2025-04-08 21:52:03,2368,ollama.exe,0.0,0.025852203369140625,none,0
2025-04-08 21:52:03,11632,ollama app.exe,0.0,0.02374267578125,none,0
2025-04-08 21:52:04,2368,ollama.exe,0.0,0.025852203369140625,none,0
2025-04-08 21:52:05,11632,ollama app.exe,0.0,0.02374267578125,none,0
2025-04-08 21:52:06,2368,ollama.exe,0.0,0.025852203369140625,none,0
2025-04-08 21:52:06,11632,ollama app.exe,0.0,0.02374267578125,none,0
2025-04-08 21:52:07,2368,ollama.exe,0.0,0.025852203369140625,none,0
2025-04-08 21:52:07,11632,ollama app.exe,0.0,0.02374267578125,none,0
2025-04-08 21:52:08,2368,ollama.exe,0.0,0.025852203369140625,none,0
2025-04-08 21:52:09,11632,ollama app.exe,0.0,0.02374267578125,none,0
2025-04-08 21:52:10,2368,ollama.exe,0.0,0.025852203369140625,none,0
2025-04-08 21:52:10,11632,ollama app.exe,0.0,0.02374267578125,none,0
2025-04-08 21:52:11,2368,ollama.exe,0.0,0.025852203369140625,none,0
2025-04-08 21:52:11,11632,ollama app.exe,0.0,0.02374267578125,none,0
2025-04-08 21:52:13,2368,ollama.exe,0.0,0.025455474853515625,none,0
2025-04-08 21:52:13,11632,ollama app.exe,0.0,0.02374267578125,none,0
2025-04-08 21:52:14,2368,ollama.exe,0.0,0.025211334228515625,none,0
2025-04-08 21:52:14,11632,ollama app.exe,0.0,0.02374267578125,none,0
2025-04-08 21:52:15,2368,ollama.exe,6.8,0.030834197998046875,llama2,1
2025-04-08 21:52:16,11632,ollama app.exe,0.0,0.02374267578125,llama2,1
2025-04-08 21:52:17,2368,ollama.exe,5.5,0.035511016845703125,llama2,1
2025-04-08 21:52:17,11632,ollama app.exe,0.0,0.02374267578125,llama2,1
2025-04-08 21:52:17,13548,ollama.exe,0.0,0.1586456298828125,llama2,1
2025-04-08 21:52:18,2368,ollama.exe,1.1,0.035533905029296875,llama2,1
2025-04-08 21:52:18,11632,ollama app.exe,0.0,0.02374267578125,llama2,1
2025-04-08 21:52:18,13548,ollama.exe,13.6,0.30240631103515625,llama2,1
2025-04-08 21:52:20,2368,ollama.exe,0.0,0.035533905029296875,llama2,1
2025-04-08 21:52:20,11632,ollama app.exe,0.0,0.02374267578125,llama2,1
2025-04-08 21:52:20,13548,ollama.exe,8.0,0.4672813415527344,llama2,1
2025-04-08 21:52:21,2368,ollama.exe,0.0,0.0355377197265625,llama2,1
2025-04-08 21:52:21,11632,ollama app.exe,0.0,0.0237274169921875,llama2,1
2025-04-08 21:52:21,13548,ollama.exe,9.2,0.620574951171875,llama2,1
2025-04-08 21:52:22,2368,ollama.exe,0.0,0.035541534423828125,llama2,1
2025-04-08 21:52:22,11632,ollama app.exe,0.0,0.0237274169921875,llama2,1
2025-04-08 21:52:23,13548,ollama.exe,9.3,0.785430908203125,llama2,1
2025-04-08 21:52:24,2368,ollama.exe,2.3,0.03554534912109375,llama2,1
2025-04-08 21:52:24,11632,ollama app.exe,0.0,0.0237274169921875,llama2,1
2025-04-08 21:52:24,13548,ollama.exe,13.8,0.9387626647949219,llama2,1
2025-04-08 21:52:25,2368,ollama.exe,0.0,0.035556793212890625,llama2,1
2025-04-08 21:52:25,11632,ollama app.exe,0.0,0.0237274169921875,llama2,1
2025-04-08 21:52:25,13548,ollama.exe,8.5,1.1036186218261719,llama2,1
2025-04-08 21:52:26,2368,ollama.exe,0.0,0.035556793212890625,llama2,1
2025-04-08 21:52:27,11632,ollama app.exe,0.0,0.0237274169921875,llama2,1
2025-04-08 21:52:27,13548,ollama.exe,10.8,1.26568603515625,llama2,1
2025-04-08 21:52:28,2368,ollama.exe,0.0,0.035556793212890625,llama2,1
2025-04-08 21:52:28,11632,ollama app.exe,0.0,0.0237274169921875,llama2,1
2025-04-08 21:52:28,13548,ollama.exe,9.8,1.4459991455078125,llama2,1
2025-04-08 21:52:29,2368,ollama.exe,2.2,0.035556793212890625,llama2,1
2025-04-08 21:52:30,11632,ollama app.exe,0.0,0.0237274169921875,llama2,1
2025-04-08 21:52:30,13548,ollama.exe,7.5,1.6020736694335938,llama2,1
2025-04-08 21:52:31,2368,ollama.exe,0.0,0.035556793212890625,llama2,1
2025-04-08 21:52:31,11632,ollama app.exe,0.0,0.0237274169921875,llama2,1
2025-04-08 21:52:31,13548,ollama.exe,7.0,1.764190673828125,llama2,1
2025-04-08 21:52:32,2368,ollama.exe,0.0,0.035556793212890625,llama2,1
2025-04-08 21:52:32,11632,ollama app.exe,0.0,0.0237274169921875,llama2,1
2025-04-08 21:52:32,13548,ollama.exe,9.3,1.9026336669921875,llama2,1
2025-04-08 21:52:34,2368,ollama.exe,0.0,0.035556793212890625,llama2,1
2025-04-08 21:52:34,11632,ollama app.exe,0.0,0.0237274169921875,llama2,1
2025-04-08 21:52:34,13548,ollama.exe,11.1,2.0823211669921875,llama2,1
